date,EOD,EGSI
2025-06-22 04:00:00,394.0389796,
2025-06-22 05:00:00,394.0389796,
2025-06-22 06:00:00,394.0389796,
2025-06-22 07:00:00,394.0389796,
2025-06-22 08:00:00,394.0389796,
2025-06-22 09:00:00,394.0389796,
2025-06-22 10:00:00,394.0389796,
2025-06-22 11:00:00,394.0389796,
2025-06-22 12:00:00,394.0389796,
2025-06-22 13:00:00,394.0389796,
2025-06-22 14:00:00,394.0389796,
2025-06-22 15:00:00,394.0389796,
2025-06-22 16:00:00,394.0389796,
2025-06-22 17:00:00,394.0389796,
2025-06-22 18:00:00,394.0389796,
2025-06-22 19:00:00,394.0389796,
2025-06-22 20:00:00,394.0389796,
2025-06-22 21:00:00,394.0389796,
2025-06-22 22:00:00,394.0389796,
2025-06-22 23:00:00,394.0389796,
2025-06-23 00:00:00,394.0389796,
2025-06-23 01:00:00,394.0389796,
2025-06-23 02:00:00,394.0389796,
2025-06-23 03:00:00,394.0389796,
2025-06-23 04:00:00,394.42975559999996,
2025-06-23 05:00:00,394.42975559999996,
2025-06-23 06:00:00,394.42975559999996,
2025-06-23 07:00:00,394.42975559999996,
2025-06-23 08:00:00,394.42975559999996,
2025-06-23 09:00:00,394.42975559999996,
2025-06-23 10:00:00,394.42975559999996,
2025-06-23 11:00:00,394.42975559999996,
2025-06-23 12:00:00,394.42975559999996,
2025-06-23 13:00:00,394.42975559999996,
2025-06-23 14:00:00,394.42975559999996,
2025-06-23 15:00:00,394.42975559999996,
2025-06-23 16:00:00,394.42975559999996,
2025-06-23 17:00:00,394.42975559999996,
2025-06-23 18:00:00,394.42975559999996,
2025-06-23 19:00:00,394.42975559999996,
2025-06-23 20:00:00,394.42975559999996,
2025-06-23 21:00:00,394.42975559999996,
2025-06-23 22:00:00,394.42975559999996,
2025-06-23 23:00:00,394.42975559999996,
2025-06-24 00:00:00,394.42975559999996,
2025-06-24 01:00:00,394.42975559999996,
2025-06-24 02:00:00,394.42975559999996,
2025-06-24 03:00:00,394.42975559999996,
2025-06-24 04:00:00,397.2238039999999,391.2449312
2025-06-24 05:00:00,397.2238039999999,391.2449312
2025-06-24 06:00:00,397.2238039999999,391.2449312
2025-06-24 07:00:00,397.2238039999999,391.2449312
2025-06-24 08:00:00,397.2238039999999,391.2449312
2025-06-24 09:00:00,397.2238039999999,391.2449312
2025-06-24 10:00:00,397.2238039999999,391.2449312
2025-06-24 11:00:00,397.2238039999999,391.2449312
2025-06-24 12:00:00,397.2238039999999,391.2449312
2025-06-24 13:00:00,397.2238039999999,391.2449312
2025-06-24 14:00:00,397.2238039999999,391.2449312
2025-06-24 15:00:00,397.2238039999999,391.2449312
2025-06-24 16:00:00,397.2238039999999,391.2449312
2025-06-24 17:00:00,397.2238039999999,391.2449312
2025-06-24 18:00:00,397.2238039999999,391.2449312
2025-06-24 19:00:00,397.2238039999999,391.2449312
2025-06-24 20:00:00,397.2238039999999,391.2449312
2025-06-24 21:00:00,397.2238039999999,391.2449312
2025-06-24 22:00:00,397.2238039999999,391.2449312
2025-06-24 23:00:00,397.2238039999999,391.2449312
2025-06-25 00:00:00,397.2238039999999,391.2449312
2025-06-25 01:00:00,397.2238039999999,391.2449312
2025-06-25 02:00:00,397.2238039999999,391.2449312
