date,EOD,EGSI
2024-10-13 04:00:00,387.51302039999996,
2024-10-13 05:00:00,387.51302039999996,
2024-10-13 06:00:00,387.51302039999996,
2024-10-13 07:00:00,387.51302039999996,
2024-10-13 08:00:00,387.51302039999996,
2024-10-13 09:00:00,387.51302039999996,
2024-10-13 10:00:00,387.51302039999996,
2024-10-13 11:00:00,387.51302039999996,
2024-10-13 12:00:00,387.51302039999996,
2024-10-13 13:00:00,387.51302039999996,
2024-10-13 14:00:00,387.51302039999996,
2024-10-13 15:00:00,387.51302039999996,
2024-10-13 16:00:00,387.51302039999996,
2024-10-13 17:00:00,387.51302039999996,
2024-10-13 18:00:00,387.51302039999996,
2024-10-13 19:00:00,387.51302039999996,
2024-10-13 20:00:00,387.51302039999996,
2024-10-13 21:00:00,387.51302039999996,
2024-10-13 22:00:00,387.51302039999996,
2024-10-13 23:00:00,387.51302039999996,
2024-10-14 00:00:00,387.51302039999996,
2024-10-14 01:00:00,387.51302039999996,
2024-10-14 02:00:00,387.51302039999996,
2024-10-14 03:00:00,387.51302039999996,
2024-10-14 04:00:00,389.5157474,
2024-10-14 05:00:00,389.5157474,
2024-10-14 06:00:00,389.5157474,
2024-10-14 07:00:00,389.5157474,
2024-10-14 08:00:00,389.5157474,
2024-10-14 09:00:00,389.5157474,
2024-10-14 10:00:00,389.5157474,
2024-10-14 11:00:00,389.5157474,
2024-10-14 12:00:00,389.5157474,
2024-10-14 13:00:00,389.5157474,
2024-10-14 14:00:00,389.5157474,
2024-10-14 15:00:00,389.5157474,
2024-10-14 16:00:00,389.5157474,
2024-10-14 17:00:00,389.5157474,
2024-10-14 18:00:00,389.5157474,
2024-10-14 19:00:00,389.5157474,
2024-10-14 20:00:00,389.5157474,
2024-10-14 21:00:00,389.5157474,
2024-10-14 22:00:00,389.5157474,
2024-10-14 23:00:00,389.5157474,
2024-10-15 00:00:00,389.5157474,
2024-10-15 01:00:00,389.5157474,
2024-10-15 02:00:00,389.5157474,
2024-10-15 03:00:00,389.5157474,
2024-10-15 04:00:00,390.51222619999993,390.07260319999995
2024-10-15 05:00:00,390.51222619999993,390.07260319999995
2024-10-15 06:00:00,390.51222619999993,390.07260319999995
2024-10-15 07:00:00,390.51222619999993,390.07260319999995
2024-10-15 08:00:00,390.51222619999993,390.07260319999995
2024-10-15 09:00:00,390.51222619999993,390.07260319999995
2024-10-15 10:00:00,390.51222619999993,390.07260319999995
2024-10-15 11:00:00,390.51222619999993,390.07260319999995
2024-10-15 12:00:00,390.51222619999993,390.07260319999995
2024-10-15 13:00:00,390.51222619999993,390.07260319999995
2024-10-15 14:00:00,390.51222619999993,390.07260319999995
2024-10-15 15:00:00,390.51222619999993,390.07260319999995
2024-10-15 16:00:00,390.51222619999993,390.07260319999995
2024-10-15 17:00:00,390.51222619999993,390.07260319999995
2024-10-15 18:00:00,390.51222619999993,390.07260319999995
2024-10-15 19:00:00,390.51222619999993,390.07260319999995
2024-10-15 20:00:00,390.51222619999993,390.07260319999995
2024-10-15 21:00:00,390.51222619999993,390.07260319999995
2024-10-15 22:00:00,390.51222619999993,390.07260319999995
2024-10-15 23:00:00,390.51222619999993,390.07260319999995
2024-10-16 00:00:00,390.51222619999993,390.07260319999995
2024-10-16 01:00:00,390.51222619999993,390.07260319999995
2024-10-16 02:00:00,390.51222619999993,390.07260319999995
2024-10-16 03:00:00,390.51222619999993,390.07260319999995
2024-10-16 04:00:00,382.47200999999995,384.08396099999993
2024-10-16 05:00:00,382.47200999999995,384.08396099999993
2024-10-16 06:00:00,382.47200999999995,384.08396099999993
2024-10-16 07:00:00,382.47200999999995,384.08396099999993
2024-10-16 08:00:00,382.47200999999995,384.08396099999993
2024-10-16 09:00:00,382.47200999999995,384.08396099999993
2024-10-16 10:00:00,382.47200999999995,384.08396099999993
2024-10-16 11:00:00,382.47200999999995,384.08396099999993
2024-10-16 12:00:00,382.47200999999995,384.08396099999993
2024-10-16 13:00:00,382.47200999999995,384.08396099999993
2024-10-16 14:00:00,382.47200999999995,384.08396099999993
2024-10-16 15:00:00,382.47200999999995,384.08396099999993
2024-10-16 16:00:00,382.47200999999995,384.08396099999993
2024-10-16 17:00:00,382.47200999999995,384.08396099999993
2024-10-16 18:00:00,382.47200999999995,384.08396099999993
2024-10-16 19:00:00,382.47200999999995,384.08396099999993
2024-10-16 20:00:00,382.47200999999995,384.08396099999993
2024-10-16 21:00:00,382.47200999999995,384.08396099999993
2024-10-16 22:00:00,382.47200999999995,384.08396099999993
2024-10-16 23:00:00,382.47200999999995,384.08396099999993
2024-10-17 00:00:00,382.47200999999995,384.08396099999993
2024-10-17 01:00:00,382.47200999999995,384.08396099999993
2024-10-17 02:00:00,382.47200999999995,384.08396099999993
2024-10-17 03:00:00,382.47200999999995,384.08396099999993
2024-10-17 04:00:00,380.7330568,377.37238319999994
2024-10-17 05:00:00,380.7330568,377.37238319999994
2024-10-17 06:00:00,380.7330568,377.37238319999994
2024-10-17 07:00:00,380.7330568,377.37238319999994
2024-10-17 08:00:00,380.7330568,377.37238319999994
2024-10-17 09:00:00,380.7330568,377.37238319999994
2024-10-17 10:00:00,380.7330568,377.37238319999994
2024-10-17 11:00:00,380.7330568,377.37238319999994
2024-10-17 12:00:00,380.7330568,377.37238319999994
2024-10-17 13:00:00,380.7330568,377.37238319999994
2024-10-17 14:00:00,380.7330568,377.37238319999994
2024-10-17 15:00:00,380.7330568,377.37238319999994
2024-10-17 16:00:00,380.7330568,377.37238319999994
2024-10-17 17:00:00,380.7330568,377.37238319999994
2024-10-17 18:00:00,380.7330568,377.37238319999994
2024-10-17 19:00:00,380.7330568,377.37238319999994
2024-10-17 20:00:00,380.7330568,377.37238319999994
2024-10-17 21:00:00,380.7330568,377.37238319999994
2024-10-17 22:00:00,380.7330568,377.37238319999994
